Test Name,FF1 Encryption Time (ns),AES-CBC Encryption Time (ns),FF1 Decryption Time (ns),AES-CBC Decryption Time (ns)
Test 540,0.0000,0.0000,0.0000,0.0000
Test 541,0.0000,0.0000,0.0000,0.0000
Test 542,0.0000,0.0000,0.0000,0.0000
Test 543,0.0000,0.0000,0.0000,0.0000
Test 544,0.0000,0.0000,0.0000,0.0000
Test 545,0.0000,0.0000,0.0000,0.0000
Test 546,0.0000,0.0000,0.0000,0.0000
Test 547,0.0000,0.0000,0.0000,0.0000
Test 548,0.0000,0.0000,0.0000,0.0000
Test 549,0.0000,0.0000,0.0000,0.0000
Test 550,0.0000,0.0000,1000200.0000,0.0000
Test 551,0.0000,0.0000,0.0000,0.0000
Test 552,0.0000,0.0000,0.0000,0.0000
Test 553,0.0000,0.0000,0.0000,0.0000
Test 554,0.0000,0.0000,0.0000,0.0000
Test 555,0.0000,0.0000,0.0000,0.0000
Test 556,0.0000,0.0000,0.0000,0.0000
Test 557,0.0000,0.0000,0.0000,0.0000
Test 558,0.0000,0.0000,0.0000,0.0000
Test 559,0.0000,0.0000,0.0000,0.0000
Test 560,0.0000,0.0000,0.0000,0.0000
Test 561,0.0000,0.0000,0.0000,0.0000
Test 562,0.0000,0.0000,0.0000,0.0000
Test 563,0.0000,0.0000,0.0000,0.0000
Test 564,0.0000,0.0000,0.0000,0.0000
Test 565,0.0000,0.0000,0.0000,0.0000
Test 566,0.0000,0.0000,0.0000,0.0000
Test 567,0.0000,0.0000,0.0000,0.0000
Test 568,0.0000,0.0000,0.0000,0.0000
Test 569,0.0000,0.0000,0.0000,0.0000
Test 570,0.0000,0.0000,0.0000,0.0000
Test 571,0.0000,0.0000,0.0000,0.0000
Test 572,0.0000,0.0000,0.0000,0.0000
Test 573,0.0000,0.0000,0.0000,0.0000
Test 574,0.0000,0.0000,0.0000,0.0000
Test 575,0.0000,0.0000,0.0000,0.0000
Test 576,0.0000,0.0000,999900.0000,0.0000
Test 577,0.0000,0.0000,0.0000,0.0000
Test 578,0.0000,0.0000,0.0000,0.0000
Test 579,0.0000,0.0000,0.0000,0.0000
Test 580,0.0000,0.0000,0.0000,0.0000
Test 581,0.0000,0.0000,0.0000,0.0000
Test 582,0.0000,0.0000,0.0000,0.0000
Test 583,0.0000,0.0000,0.0000,0.0000
Test 584,0.0000,0.0000,0.0000,0.0000
Test 585,0.0000,0.0000,0.0000,0.0000
Test 586,0.0000,0.0000,0.0000,0.0000
Test 587,0.0000,0.0000,0.0000,0.0000
Test 588,0.0000,0.0000,0.0000,0.0000
Test 589,0.0000,0.0000,0.0000,0.0000
Test 590,0.0000,0.0000,0.0000,0.0000
Test 591,0.0000,0.0000,0.0000,0.0000
Test 592,0.0000,0.0000,0.0000,0.0000
Test 593,0.0000,0.0000,0.0000,0.0000
Test 594,0.0000,0.0000,0.0000,0.0000
Test 595,0.0000,0.0000,0.0000,0.0000
Test 596,0.0000,0.0000,0.0000,0.0000
Test 597,0.0000,0.0000,0.0000,0.0000
Test 598,0.0000,0.0000,0.0000,0.0000
Test 599,1.0003,0.0000,0.0000,0.0000
Test 600,0.0000,0.0000,0.0000,0.0000
Test 601,0.0000,0.0000,0.0000,0.0000
Test 602,0.0000,0.0000,0.0000,0.0000
Test 603,0.0000,0.0000,0.0000,0.0000
Test 604,0.0000,0.0000,0.0000,0.0000
Test 605,0.0000,0.0000,0.0000,0.0000
Test 606,0.0000,0.0000,0.0000,0.0000
Test 607,0.0000,0.0000,0.0000,0.0000
Test 608,0.0000,0.0000,0.0000,0.0000
Test 609,0.0000,0.0000,0.0000,0.0000
Test 610,0.0000,0.0000,0.0000,0.0000
Test 611,0.0000,0.0000,0.0000,0.0000
Test 612,0.9998,0.0000,0.0000,0.0000
Test 613,0.0000,0.0000,0.0000,0.0000
Test 614,0.0000,0.0000,0.0000,0.0000
Test 615,0.0000,0.0000,0.0000,0.0000
Test 616,0.0000,0.0000,0.0000,0.0000
Test 617,0.0000,0.0000,0.0000,0.0000
Test 618,0.0000,0.0000,0.0000,0.0000
Test 619,0.0000,0.0000,0.0000,0.0000
Test 620,0.0000,0.0000,0.0000,0.0000
Test 621,0.0000,0.0000,0.0000,0.0000
Test 622,0.0000,0.0000,0.0000,0.0000
Test 623,0.0000,0.0000,0.0000,0.0000
Test 624,0.0000,0.0000,0.0000,0.0000
Test 625,1.0002,0.0000,0.0000,0.0000
Test 626,0.0000,0.0000,0.0000,0.0000
Test 627,0.0000,0.0000,0.0000,0.0000
Test 628,0.0000,0.0000,0.0000,0.0000
Test 629,0.0000,0.0000,0.0000,0.0000
Test 630,0.0000,0.0000,0.0000,0.0000
Test 631,0.0000,0.0000,0.0000,0.0000
Test 632,0.0000,0.0000,0.0000,0.0000
Test 633,0.0000,0.0000,0.0000,0.0000
Test 634,0.0000,0.0000,0.0000,0.0000
Test 635,0.0000,0.0000,0.0000,0.0000
Test 636,0.0000,0.0000,0.0000,0.0000
Test 637,0.0000,0.0000,0.0000,0.0000
Test 638,1.0007,0.0000,0.0000,0.0000
Test 639,0.0000,0.0000,0.0000,0.0000
Test 640,0.0000,0.0000,0.0000,0.0000
Test 641,0.0000,0.0000,0.0000,0.0000
Test 642,0.0000,0.0000,0.0000,0.0000
Test 643,0.0000,0.0000,0.0000,0.0000
Test 644,0.0000,0.0000,0.0000,0.0000
Test 645,0.0000,0.0000,0.0000,0.0000
Test 646,0.0000,0.0000,0.0000,0.0000
Test 647,0.0000,0.0000,0.0000,0.0000
Test 648,0.0000,0.0000,0.0000,0.0000
Test 649,0.9996,0.0000,0.0000,0.0000
Test 650,0.0000,0.0000,0.0000,0.0000
Test 651,0.0000,0.0000,0.0000,0.0000
Test 652,0.0000,0.0000,0.0000,0.0000
Test 653,0.0000,0.0000,0.0000,0.0000
Test 654,0.0000,0.0000,0.0000,0.0000
Test 655,0.0000,0.0000,0.0000,0.0000
Test 656,0.0000,0.0000,0.0000,0.0000
Test 657,0.0000,0.0000,0.0000,0.0000
Test 658,0.0000,0.0000,0.0000,0.0000
Test 659,0.0000,0.0000,0.0000,0.0000
Test 660,0.0000,0.0000,0.0000,0.0000
Test 661,0.0000,0.0000,0.0000,0.0000
Test 662,1.0002,0.0000,0.0000,0.0000
Test 663,0.0000,0.0000,0.0000,0.0000
Test 664,0.0000,0.0000,0.0000,0.0000
Test 665,0.0000,0.0000,0.0000,0.0000
Test 666,0.0000,0.0000,0.0000,0.0000
Test 667,0.0000,0.0000,0.0000,0.0000
Test 668,0.0000,0.0000,0.0000,0.0000
Test 669,0.0000,0.0000,0.0000,0.0000
Test 670,0.0000,0.0000,0.0000,0.0000
Test 671,0.0000,0.0000,0.0000,0.0000
Test 672,0.0000,0.0000,0.0000,0.0000
Test 673,0.0000,0.0000,0.0000,0.0000
Test 674,0.0000,0.0000,0.0000,0.0000
Test 675,1.0001,0.0000,0.0000,0.0000
Test 676,0.0000,0.0000,0.0000,0.0000
Test 677,0.0000,0.0000,0.0000,0.0000
Test 678,0.0000,0.0000,0.0000,0.0000
Test 679,0.0000,0.0000,0.0000,0.0000
Test 680,0.0000,0.0000,0.0000,0.0000
Test 681,0.0000,0.0000,0.0000,0.0000
Test 682,0.0000,0.0000,0.0000,0.0000
Test 683,0.0000,0.0000,0.0000,0.0000
Test 684,0.0000,0.0000,0.0000,0.0000
Test 685,0.0000,0.0000,0.0000,0.0000
Test 686,0.0000,0.0000,0.0000,0.0000
Test 687,0.0000,0.0000,0.0000,0.0000
Test 688,0.0000,0.0000,0.0000,0.0000
Test 689,0.0000,0.0000,0.0000,0.0000
Test 690,0.0000,0.0000,0.0000,0.0000
Test 691,0.0000,0.0000,0.0000,0.0000
Test 692,0.0000,0.0000,0.0000,0.0000
Test 693,0.0000,0.0000,0.0000,0.0000
Test 694,0.0000,0.0000,0.0000,0.0000
Test 695,0.0000,0.0000,0.0000,0.0000
Test 696,0.0000,0.0000,0.0000,0.0000
Test 697,0.0000,0.0000,0.0000,0.0000
Test 698,0.0000,0.0000,0.0000,0.0000
Test 699,0.0000,0.0000,0.0000,0.0000
Test 700,0.0000,0.0000,0.0000,0.0000
Test 701,0.0000,0.0000,0.0000,0.0000
Test 702,0.0000,0.0000,0.0000,0.0000
Test 703,0.0000,0.0000,0.0000,0.0000
Test 704,0.0000,0.0000,0.0000,0.0000
Test 705,0.0000,0.0000,0.0000,0.0000
Test 706,0.0000,0.0000,0.0000,0.0000
Test 707,0.0000,0.0000,0.0000,0.0000
Test 708,0.0000,0.0000,0.0000,0.0000
Test 709,0.0000,0.0000,0.0000,0.0000
Test 710,0.0000,0.0000,0.0000,0.0000
Test 711,0.0000,0.0000,0.0000,0.0000
Test 712,0.0000,0.0000,0.0000,0.0000
Test 713,0.0000,0.0000,0.0000,0.0000
Test 714,1.0003,0.0000,0.0000,0.0000
Test 715,0.0000,0.0000,0.0000,0.0000
Test 716,0.0000,0.0000,0.0000,0.0000
Test 717,0.0000,0.0000,0.0000,0.0000
Test 718,0.0000,0.0000,0.0000,0.0000
Test 719,0.0000,0.0000,0.0000,0.0000
Test 720,0.0000,0.0000,0.0000,0.0000
Test 721,0.0000,0.0000,0.0000,0.0000
Test 722,0.0000,0.0000,0.0000,0.0000
Test 723,0.0000,0.0000,0.0000,0.0000
Test 724,0.0000,0.0000,0.0000,0.0000
Test 725,0.0000,0.0000,0.0000,0.0000
Test 726,0.0000,0.0000,0.0000,0.0000
Test 727,0.0000,0.0000,0.0000,0.0000
Test 728,0.0000,0.0000,0.0000,0.0000
Test 729,0.0000,0.0000,0.0000,0.0000
Test 730,0.0000,0.0000,0.0000,0.0000
Test 731,0.0000,0.0000,0.0000,0.0000
Test 732,0.0000,0.0000,0.0000,0.0000
Test 733,0.0000,0.0000,0.0000,0.0000
Test 734,0.0000,0.0000,0.0000,0.0000
Test 735,0.0000,0.0000,0.0000,0.0000
Test 736,0.0000,0.0000,0.0000,0.0000
Test 737,0.0000,0.0000,0.0000,0.0000
Test 738,0.0000,0.0000,0.0000,0.0000
Test 739,0.0000,0.0000,0.0000,0.0000
Test 740,0.0000,0.0000,0.0000,0.0000
Test 741,0.0000,0.0000,0.0000,0.0000
Test 742,0.0000,0.0000,0.0000,0.0000
Test 743,0.0000,0.0000,0.0000,0.0000
Test 744,0.0000,0.0000,0.0000,0.0000
Test 745,0.0000,0.0000,0.0000,0.0000
Test 746,0.0000,0.0000,0.0000,0.0000
Test 747,0.0000,0.0000,0.0000,0.0000
Test 748,0.0000,0.0000,0.0000,0.0000
Test 749,0.0000,0.0000,0.0000,0.0000
Test 750,0.0000,0.0000,0.0000,0.0000
Test 751,0.0000,0.0000,0.0000,0.0000
Test 752,0.0000,0.0000,0.0000,0.0000
Test 753,0.0000,0.0000,0.0000,0.0000
Test 754,0.0000,0.0000,0.0000,0.0000
Test 755,0.0000,0.0000,0.0000,0.0000
Test 756,0.0000,0.0000,0.0000,0.0000
Test 757,0.0000,0.0000,0.0000,0.0000
Test 758,0.0000,0.0000,0.0000,0.0000
Test 759,0.0000,0.0000,0.0000,0.0000
Test 760,0.0000,0.0000,0.0000,0.0000
Test 761,0.0000,0.0000,0.0000,0.0000
Test 762,0.0000,0.0000,0.0000,0.0000
Test 763,0.0000,0.0000,1000200.0000,0.0000
Test 764,0.0000,0.0000,0.0000,0.0000
Test 765,0.0000,0.0000,0.0000,0.0000
Test 766,0.0000,0.0000,0.0000,0.0000
Test 767,0.0000,0.0000,0.0000,0.0000
Test 768,0.0000,0.0000,0.0000,0.0000
Test 769,0.0000,0.0000,0.0000,0.0000
Test 770,0.0000,0.0000,0.0000,0.0000
Test 771,0.0000,0.0000,0.0000,0.0000
Test 772,0.0000,0.0000,0.0000,0.0000
Test 773,0.0000,0.0000,0.0000,0.0000
Test 774,0.0000,0.0000,0.0000,0.0000
Test 775,0.0000,0.0000,0.0000,0.0000
Test 776,0.0000,0.0000,1000200.0000,0.0000
Test 777,0.0000,0.0000,0.0000,0.0000
Test 778,0.0000,0.0000,0.0000,0.0000
Test 779,0.0000,0.0000,0.0000,0.0000
Test 780,0.0000,0.0000,0.0000,0.0000
Test 781,0.0000,0.0000,0.0000,0.0000
Test 782,0.0000,0.0000,0.0000,0.0000
Test 783,0.0000,0.0000,0.0000,0.0000
Test 784,0.0000,0.0000,0.0000,0.0000
Test 785,0.0000,0.0000,1000900.0000,0.0000
Test 786,0.0000,0.0000,0.0000,0.0000
Test 787,0.0000,0.0000,0.0000,0.0000
Test 788,0.0000,0.0000,0.0000,0.0000
Test 789,0.0000,0.0000,0.0000,0.0000
Test 790,0.0000,0.0000,0.0000,0.0000
Test 791,0.0000,0.0000,0.0000,0.0000
Test 792,0.0000,0.0000,0.0000,0.0000
Test 793,0.0000,0.0000,0.0000,0.0000
Test 794,0.0000,0.0000,0.0000,0.0000
Test 795,0.0000,0.0000,0.0000,0.0000
Test 796,0.0000,0.0000,0.0000,0.0000
Test 797,0.0000,0.0000,0.0000,0.0000
Test 798,0.0000,0.0000,0.0000,0.0000
Test 799,0.0000,0.0000,0.0000,0.0000
Test 800,0.0000,0.0000,0.0000,0.0000
Test 801,0.0000,0.0000,0.0000,0.0000
Test 802,0.0000,0.0000,0.0000,0.0000
Test 803,0.0000,0.0000,0.0000,0.0000
Test 804,0.0000,0.0000,0.0000,0.0000
Test 805,0.0000,0.0000,0.0000,0.0000
Test 806,0.0000,0.0000,0.0000,0.0000
Test 807,0.0000,0.0000,0.0000,0.0000
Test 808,0.0000,0.0000,0.0000,0.0000
Test 809,0.0000,0.0000,0.0000,0.0000
Test 810,0.0000,0.0000,0.0000,0.0000
Test 811,0.0000,0.0000,1000300.0000,0.0000
Test 812,0.0000,0.0000,0.0000,0.0000
Test 813,0.0000,0.0000,0.0000,0.0000
Test 814,0.0000,0.0000,0.0000,0.0000
Test 815,0.0000,0.0000,0.0000,0.0000
Test 816,0.0000,0.0000,0.0000,0.0000
Test 817,0.0000,0.0000,0.0000,0.0000
Test 818,0.0000,0.0000,0.0000,0.0000
Test 819,0.0000,0.0000,0.0000,0.0000
Test 820,0.0000,0.0000,0.0000,0.0000
Test 821,0.0000,0.0000,0.0000,0.0000
Test 822,0.0000,0.0000,0.0000,0.0000
Test 823,0.0000,0.0000,0.0000,0.0000
Test 824,0.0000,0.0000,1000100.0000,0.0000
Test 825,0.0000,0.0000,0.0000,0.0000
Test 826,0.0000,0.0000,0.0000,0.0000
Test 827,0.0000,0.0000,0.0000,0.0000
Test 828,0.0000,0.0000,0.0000,0.0000
Test 829,0.0000,0.0000,0.0000,0.0000
Test 830,0.0000,0.0000,0.0000,0.0000
Test 831,0.0000,0.0000,0.0000,0.0000
Test 832,0.0000,0.0000,0.0000,0.0000
Test 833,0.0000,0.0000,0.0000,0.0000
Test 834,0.0000,0.0000,0.0000,0.0000
Test 835,0.0000,0.0000,0.0000,0.0000
Test 836,0.0000,0.0000,0.0000,0.0000
Test 837,0.0000,0.0000,0.0000,0.0000
Test 838,0.0000,0.0000,0.0000,0.0000
Test 839,0.0000,0.0000,0.0000,0.0000
Test 840,0.0000,0.0000,0.0000,0.0000
Test 841,0.0000,0.0000,0.0000,0.0000
Test 842,0.0000,0.0000,0.0000,0.0000
Test 843,0.0000,0.0000,0.0000,0.0000
Test 844,0.0000,0.0000,0.0000,0.0000
Test 845,0.0000,0.0000,0.0000,0.0000
Test 846,0.0000,0.0000,0.0000,0.0000
Test 847,0.0000,0.0000,0.0000,0.0000
Test 848,1.0003,0.0000,0.0000,0.0000
Test 849,0.0000,0.0000,0.0000,0.0000
Test 850,0.0000,0.0000,0.0000,0.0000
Test 851,0.0000,0.0000,0.0000,0.0000
Test 852,0.0000,0.0000,0.0000,0.0000
Test 853,0.0000,0.0000,0.0000,0.0000
Test 854,0.0000,0.0000,0.0000,0.0000
Test 855,0.0000,0.0000,0.0000,0.0000
Test 856,0.0000,0.0000,0.0000,0.0000
Test 857,0.0000,0.0000,0.0000,0.0000
Test 858,0.0000,0.0000,0.0000,0.0000
Test 859,0.0000,0.0000,0.0000,0.0000
Test 860,1.0004,0.0000,0.0000,0.0000
Test 861,0.0000,0.0000,0.0000,0.0000
Test 862,0.0000,0.0000,0.0000,0.0000
Test 863,0.0000,0.0000,0.0000,0.0000
Test 864,0.0000,0.0000,0.0000,0.0000
Test 865,0.0000,0.0000,0.0000,0.0000
Test 866,0.0000,0.0000,0.0000,0.0000
Test 867,0.0000,0.0000,0.0000,0.0000
Test 868,0.0000,0.0000,0.0000,0.0000
Test 869,0.0000,0.0000,0.0000,0.0000
Test 870,0.0000,0.0000,0.0000,0.0000
Test 871,0.0000,0.0000,0.0000,0.0000
Test 872,0.0000,0.0000,0.0000,0.0000
Test 873,1.0002,0.0000,0.0000,0.0000
Test 874,0.0000,0.0000,0.0000,0.0000
Test 875,0.0000,0.0000,0.0000,0.0000
Test 876,0.0000,0.0000,0.0000,0.0000
Test 877,0.0000,0.0000,0.0000,0.0000
Test 878,0.0000,0.0000,0.0000,0.0000
Test 879,0.0000,0.0000,0.0000,0.0000
Test 880,0.0000,0.0000,0.0000,0.0000
Test 881,0.0000,0.0000,0.0000,0.0000
Test 882,0.0000,0.0000,0.0000,0.0000
Test 883,0.0000,0.0000,0.0000,0.0000
Test 884,0.0000,0.0000,0.0000,0.0000
Test 885,0.0000,0.0000,0.0000,0.0000
Test 886,1.0002,0.0000,0.0000,0.0000
Test 887,0.0000,0.0000,0.0000,0.0000
Test 888,0.0000,0.0000,0.0000,0.0000
Test 889,0.0000,0.0000,0.0000,0.0000
Test 890,0.0000,0.0000,0.0000,0.0000
Test 891,0.0000,0.0000,0.0000,0.0000
Test 892,0.0000,0.0000,0.0000,0.0000
Test 893,0.0000,0.0000,0.0000,0.0000
Test 894,0.0000,0.0000,0.0000,0.0000
Test 895,0.0000,0.0000,0.0000,0.0000
Test 896,0.0000,0.0000,0.0000,0.0000
Test 897,0.0000,0.0000,0.0000,0.0000
Test 898,0.0000,0.0000,0.0000,0.0000
Test 899,1.0003,0.0000,0.0000,0.0000
Test 900,0.0000,0.0000,0.0000,0.0000
Test 901,0.0000,0.0000,0.0000,0.0000
Test 902,0.0000,0.0000,0.0000,0.0000
Test 903,0.0000,0.0000,0.0000,0.0000
Test 904,0.0000,0.0000,0.0000,0.0000
Test 905,0.0000,0.0000,0.0000,0.0000
Test 906,0.0000,0.0000,0.0000,0.0000
Test 907,0.0000,0.0000,0.0000,0.0000
Test 908,0.0000,0.0000,0.0000,0.0000
Test 909,0.0000,0.0000,0.0000,0.0000
Test 910,0.0000,0.0000,999800.0000,0.0000
Test 911,0.0000,0.0000,0.0000,0.0000
Test 912,0.0000,0.0000,0.0000,0.0000
Test 913,0.0000,0.0000,0.0000,0.0000
Test 914,0.0000,0.0000,0.0000,0.0000
Test 915,0.0000,0.0000,0.0000,0.0000
Test 916,0.0000,0.0000,0.0000,0.0000
Test 917,0.0000,0.0000,0.0000,0.0000
Test 918,0.0000,0.0000,0.0000,0.0000
Test 919,0.0000,0.0000,0.0000,0.0000
Test 920,0.0000,0.0000,0.0000,0.0000
Test 921,0.0000,0.0000,1000700.0000,0.0000
Test 922,0.0000,0.0000,0.0000,0.0000
Test 923,0.0000,0.0000,0.0000,0.0000
Test 924,0.0000,0.0000,0.0000,0.0000
Test 925,0.0000,0.0000,0.0000,0.0000
Test 926,0.0000,0.0000,0.0000,0.0000
Test 927,0.0000,0.0000,0.0000,0.0000
Test 928,0.0000,0.0000,0.0000,0.0000
Test 929,0.0000,0.0000,0.0000,0.0000
Test 930,0.0000,0.0000,0.0000,0.0000
Test 931,0.0000,0.0000,0.0000,0.0000
Test 932,0.0000,0.0000,0.0000,0.0000
Test 933,0.0000,0.0000,0.0000,0.0000
Test 934,0.0000,0.0000,1000200.0000,0.0000
Test 935,0.0000,0.0000,0.0000,0.0000
Test 936,0.0000,0.0000,0.0000,0.0000
Test 937,0.0000,0.0000,0.0000,0.0000
Test 938,0.0000,0.0000,0.0000,0.0000
Test 939,0.0000,0.0000,0.0000,0.0000
Test 940,0.0000,0.0000,0.0000,0.0000
Test 941,0.0000,0.0000,0.0000,0.0000
Test 942,0.0000,0.0000,0.0000,0.0000
Test 943,0.0000,0.0000,0.0000,0.0000
Test 944,0.0000,0.0000,0.0000,0.0000
Test 945,0.0000,0.0000,0.0000,0.0000
Test 946,0.0000,0.0000,0.0000,0.0000
Test 947,0.0000,0.0000,0.0000,0.0000
Test 948,1.0001,0.0000,0.0000,0.0000
Test 949,0.0000,0.0000,0.0000,0.0000
Test 950,0.0000,0.0000,0.0000,0.0000
Test 951,0.0000,0.0000,0.0000,0.0000
Test 952,0.0000,0.0000,0.0000,0.0000
Test 953,0.0000,0.0000,0.0000,0.0000
Test 954,0.0000,0.0000,0.0000,0.0000
Test 955,0.0000,0.0000,0.0000,0.0000
Test 956,0.0000,0.0000,0.0000,0.0000
Test 957,0.0000,0.0000,0.0000,0.0000
Test 958,0.0000,0.0000,0.0000,0.0000
Test 959,0.0000,0.0000,0.0000,0.0000
Test 960,0.0000,0.0000,0.0000,0.0000
Test 961,1.0003,0.0000,0.0000,0.0000
Test 962,0.0000,0.0000,0.0000,0.0000
Test 963,0.0000,0.0000,0.0000,0.0000
Test 964,0.0000,0.0000,0.0000,0.0000
Test 965,0.0000,0.0000,0.0000,0.0000
Test 966,0.0000,0.0000,0.0000,0.0000
Test 967,0.0000,0.0000,0.0000,0.0000
Test 968,0.0000,0.0000,0.0000,0.0000
Test 969,0.0000,0.0000,0.0000,0.0000
Test 970,0.0000,0.0000,0.0000,0.0000
Test 971,0.0000,0.0000,0.0000,0.0000
Test 972,0.0000,0.0000,0.0000,0.0000
Test 973,0.0000,0.0000,0.0000,0.0000
Test 974,1.0002,0.0000,0.0000,0.0000
Test 975,0.0000,0.0000,0.0000,0.0000
Test 976,0.0000,0.0000,0.0000,0.0000
Test 977,0.0000,0.0000,0.0000,0.0000
Test 978,0.0000,0.0000,0.0000,0.0000
Test 979,0.0000,0.0000,0.0000,0.0000
Test 980,0.0000,0.0000,0.0000,0.0000
Test 981,0.0000,0.0000,0.0000,0.0000
Test 982,0.0000,0.0000,0.0000,0.0000
Test 983,0.0000,0.0000,0.0000,0.0000
Test 984,0.0000,0.0000,0.0000,0.0000
Test 985,0.0000,0.0000,0.0000,0.0000
Test 986,0.0000,0.0000,0.0000,0.0000
Test 987,0.0000,0.0000,0.0000,0.0000
Test 988,0.0000,0.0000,0.0000,0.0000
Test 989,0.0000,0.0000,0.0000,0.0000
Test 990,0.0000,0.0000,0.0000,0.0000
Test 991,0.0000,0.0000,0.0000,0.0000
Test 992,0.0000,0.0000,0.0000,0.0000
Test 993,0.0000,0.0000,0.0000,0.0000
Test 994,0.0000,0.0000,0.0000,0.0000
Test 995,0.0000,0.0000,0.0000,0.0000
Test 996,0.0000,0.0000,0.0000,0.0000
Test 997,0.0000,0.0000,999900.0000,0.0000
Test 998,0.0000,0.0000,0.0000,0.0000
Test 999,0.0000,0.0000,0.0000,0.0000
Test 1000,0.0000,0.0000,0.0000,0.0000
Test 1001,0.0000,0.0000,0.0000,0.0000
Test 1002,0.0000,0.0000,0.0000,0.0000
Test 1003,0.0000,0.0000,0.0000,0.0000
Test 1004,0.0000,0.0000,0.0000,0.0000
Test 1005,0.0000,0.0000,0.0000,0.0000
Test 1006,0.0000,0.0000,0.0000,0.0000
Test 1007,0.0000,0.0000,0.0000,0.0000
Test 1008,0.0000,0.0000,0.0000,0.0000
Test 1009,0.0000,0.0000,0.0000,0.0000
Test 1010,0.0000,0.0000,1000400.0000,0.0000
Test 1011,0.0000,0.0000,0.0000,0.0000
Test 1012,0.0000,0.0000,0.0000,0.0000
Test 1013,0.0000,0.0000,0.0000,0.0000
Test 1014,0.0000,0.0000,0.0000,0.0000
Test 1015,0.0000,0.0000,0.0000,0.0000
Test 1016,0.0000,0.0000,0.0000,0.0000
Test 1017,0.0000,0.0000,0.0000,0.0000
Test 1018,0.0000,0.0000,0.0000,0.0000
Test 1019,0.0000,0.0000,0.0000,0.0000
Test 1020,0.0000,0.0000,0.0000,0.0000
Test 1021,0.0000,0.0000,0.0000,0.0000
Test 1022,0.0000,0.0000,0.0000,0.0000
Test 1023,0.0000,0.0000,1000000.0000,0.0000
Test 1024,0.0000,0.0000,0.0000,0.0000
Test 1025,0.0000,0.0000,0.0000,0.0000
Test 1026,0.0000,0.0000,0.0000,0.0000
Test 1027,0.0000,0.0000,0.0000,0.0000
Test 1028,0.0000,0.0000,0.0000,0.0000
Test 1029,0.0000,0.0000,0.0000,0.0000
Test 1030,0.0000,0.0000,0.0000,0.0000
Test 1031,0.0000,0.0000,0.0000,0.0000
Test 1032,0.0000,0.0000,0.0000,0.0000
Test 1033,0.0000,0.0000,0.0000,0.0000
Test 1034,0.0000,0.0000,0.0000,0.0000
Test 1035,0.0000,0.0000,0.0000,0.0000
Test 1036,0.0000,0.0000,0.0000,0.0000
Test 1037,0.0000,0.0000,0.0000,0.0000
Test 1038,0.0000,0.0000,0.0000,0.0000
Test 1039,0.0000,0.0000,0.0000,0.0000
Test 1040,0.0000,0.0000,0.0000,0.0000
Test 1041,0.0000,0.0000,0.0000,0.0000
Test 1042,0.0000,0.0000,0.0000,0.0000
Test 1043,0.0000,0.0000,0.0000,0.0000
Test 1044,0.0000,0.0000,0.0000,0.0000
Test 1045,0.0000,0.0000,1000300.0000,0.0000
Test 1046,0.0000,0.0000,0.0000,0.0000
Test 1047,0.0000,0.0000,0.0000,0.0000
Test 1048,0.0000,0.0000,0.0000,0.0000
Test 1049,0.0000,0.0000,0.0000,0.0000
Test 1050,0.0000,0.0000,0.0000,0.0000
Test 1051,0.0000,0.0000,0.0000,0.0000
Test 1052,0.0000,0.0000,0.0000,0.0000
Test 1053,0.0000,0.0000,0.0000,0.0000
Test 1054,0.0000,0.0000,0.0000,0.0000
Test 1055,0.0000,0.0000,0.0000,0.0000
Test 1056,0.0000,0.0000,0.0000,0.0000
Test 1057,0.0000,0.0000,0.0000,0.0000
Test 1058,0.0000,0.0000,1000400.0000,0.0000
Test 1059,0.0000,0.0000,0.0000,0.0000
Test 1060,0.0000,0.0000,0.0000,0.0000
Test 1061,0.0000,0.0000,0.0000,0.0000
Test 1062,0.0000,0.0000,0.0000,0.0000
Test 1063,0.0000,0.0000,0.0000,0.0000
Test 1064,0.0000,0.0000,0.0000,0.0000
Test 1065,0.0000,0.0000,0.0000,0.0000
Test 1066,0.0000,0.0000,0.0000,0.0000
Test 1067,0.0000,0.0000,0.0000,0.0000
Test 1068,0.0000,0.0000,0.0000,0.0000
Test 1069,0.0000,0.0000,0.0000,0.0000
Test 1070,0.0000,0.0000,0.0000,0.0000
Test 1071,0.0000,0.0000,999900.0000,0.0000
Test 1072,0.0000,0.0000,0.0000,0.0000
Test 1073,0.0000,0.0000,0.0000,0.0000
Test 1074,0.0000,0.0000,0.0000,0.0000
Test 1075,0.0000,0.0000,0.0000,0.0000
Test 1076,0.0000,0.0000,0.0000,0.0000
Test 1077,0.0000,0.0000,0.0000,0.0000
Test 1078,0.0000,0.0000,0.0000,0.0000
Test 1079,0.0000,0.0000,0.0000,0.0000
Test 1080,0.0000,0.0000,0.0000,0.0000
Test 1081,0.0000,0.0000,0.0000,0.0000
Test 1082,0.0000,0.0000,0.0000,0.0000
Test 1083,0.0000,0.0000,0.0000,0.0000
Test 1084,0.0000,0.0000,0.0000,0.0000
Test 1085,0.0000,0.0000,0.0000,0.0000
Test 1086,0.0000,0.0000,0.0000,0.0000
Test 1087,0.0000,0.0000,0.0000,0.0000
Test 1088,0.0000,0.0000,0.0000,0.0000
Test 1089,0.0000,0.0000,0.0000,0.0000
Test 1090,0.0000,0.0000,0.0000,0.0000
Test 1091,0.0000,0.0000,0.0000,0.0000
